timestamp,l1013aspv__snapshot
2010/01/03 20:14,0.412841091
2010/01/03 20:15,0.399036918
2010/01/03 20:16,0.4105939
2010/01/03 20:17,0.404815409
2010/01/03 20:18,0.404494382
2010/01/03 20:19,0.402247191
2010/01/03 20:20,0.392295345
2010/01/03 20:21,0.395505618
2010/01/03 20:22,0.400642055
2010/01/03 20:23,0.400963082
2010/01/03 20:24,0.391332263
2010/01/03 20:25,0.391653291
2010/01/03 20:26,0.393579454
2010/01/03 20:27,0.385553772
2010/01/03 20:28,0.376886035
2010/01/03 20:29,0.390690209
2010/01/03 20:30,0.395184591
2010/01/03 20:31,0.393258427
2010/01/03 20:32,0.387800963
2010/01/03 20:33,0.38812199
2010/01/03 20:34,0.38105939
2010/01/03 20:35,0.374959872
2010/01/03 20:36,0.375601926
2010/01/03 20:37,0.37752809
2010/01/03 20:38,0.379454254
2010/01/03 20:39,0.38105939
2010/01/03 20:40,0.387158909
2010/01/03 20:41,0.385553772
2010/01/03 20:42,0.38812199
2010/01/03 20:43,0.390690209
2010/01/03 20:44,0.390369181
2010/01/03 20:45,0.392295345
2010/01/03 20:46,0.392616372
2010/01/03 20:47,0.394863563
2010/01/03 20:48,0.3964687
2010/01/03 20:49,0.396789727
2010/01/03 20:50,0.398715891
2010/01/03 20:51,0.398073836
2010/01/03 20:52,0.399357945
2010/01/03 20:53,0.399036918
2010/01/03 20:54,0.397752809
2010/01/03 20:55,0.4070626
2010/01/03 20:56,0.395826645
2010/01/03 20:57,0.394221509
2010/01/03 20:58,0.393258427
2010/01/03 20:59,0.393900482
2010/01/03 21:00,0.392616372
2010/01/03 21:01,0.391011236
2010/01/03 21:02,0.394863563
2010/01/03 21:03,0.4035313
2010/01/03 21:04,0.409951846
2010/01/03 21:05,0.403852327
2010/01/03 21:06,0.396147673
2010/01/03 21:07,0.404815409
2010/01/03 21:08,0.402568218
2010/01/03 21:09,0.401284109
2010/01/03 21:10,0.396789727
2010/01/03 21:11,0.397110754
2010/01/03 21:12,0.399036918
2010/01/03 21:13,0.382985554
2010/01/03 21:14,0.392295345
2010/01/03 21:15,0.398073836
2010/01/03 21:16,0.397431782
2010/01/03 21:17,0.398394864
2010/01/03 21:18,0.3929374
2010/01/03 21:19,0.386837881
2010/01/03 21:20,0.3964687
2010/01/03 21:21,0.400963082
2010/01/03 21:22,0.402568218
2010/01/03 21:23,0.386516854
2010/01/03 21:24,0.390690209
2010/01/03 21:25,0.403210273
2010/01/03 21:26,0.402568218
2010/01/03 21:27,0.382985554
2010/01/03 21:28,0.402568218
2010/01/03 21:29,0.405778491
2010/01/03 21:30,0.397110754
2010/01/03 21:31,0.388443018
2010/01/03 21:32,0.400963082
2010/01/03 21:33,0.390690209
2010/01/03 21:34,0.385553772
2010/01/03 21:35,0.402247191
2010/01/03 21:36,0.404173355
2010/01/03 21:37,0.391332263
2010/01/03 21:38,0.403210273
2010/01/03 21:39,0.405136437
2010/01/03 21:40,0.391332263
2010/01/03 21:41,0.386516854
2010/01/03 21:42,0.404173355
2010/01/03 21:43,0.387158909
2010/01/03 21:44,0.390048154
2010/01/03 21:45,0.392295345
2010/01/03 21:46,0.392616372
2010/01/03 21:47,0.396147673
2010/01/03 21:48,0.391011236
2010/01/03 21:49,0.391974318
2010/01/03 21:50,0.3929374
2010/01/03 21:51,0.398073836
2010/01/03 21:52,0.3929374
2010/01/03 21:53,0.391011236
2010/01/03 21:54,0.394221509
2010/01/03 21:55,0.399678973
2010/01/03 21:56,0.392295345
2010/01/03 21:57,0.394221509
2010/01/03 21:58,0.395826645
2010/01/03 21:59,0.3964687
2010/01/03 22:00,0.396147673
2010/01/03 22:01,0.397110754
2010/01/03 22:02,0.397752809
2010/01/03 22:03,0.399036918
2010/01/03 22:04,0.400963082
2010/01/03 22:05,0.402247191
2010/01/03 22:06,0.404494382
2010/01/03 22:07,0.405457464
2010/01/03 22:08,0.406099518
2010/01/03 22:09,0.408025682
2010/01/03 22:10,0.409630819
2010/01/03 22:11,0.412841091
2010/01/03 22:12,0.426324238
2010/01/03 22:13,0.426324238
2010/01/03 22:14,0.424398074
2010/01/03 22:15,0.425361156
2010/01/03 22:16,0.424398074
2010/01/03 22:17,0.423756019
2010/01/03 22:18,0.42247191
2010/01/03 22:19,0.422150883
2010/01/03 22:20,0.42247191
2010/01/03 22:21,0.421187801
2010/01/03 22:22,0.421508828
2010/01/03 22:23,0.403852327
2010/01/03 22:24,0.417335474
2010/01/03 22:25,0.419903692
2010/01/03 22:26,0.416372392
2010/01/03 22:27,0.414446228
2010/01/03 22:28,0.41894061
2010/01/03 22:29,0.414767255
2010/01/03 22:30,0.411235955
2010/01/03 22:31,0.405136437
2010/01/03 22:32,0.414125201
2010/01/03 22:33,0.414767255
2010/01/03 22:34,0.413162119
2010/01/03 22:35,0.411556982
2010/01/03 22:36,0.408667737
2010/01/03 22:37,0.406099518
2010/01/03 22:38,0.402568218
2010/01/03 22:39,0.398715891
2010/01/03 22:40,0.395826645
2010/01/03 22:41,0.391653291
2010/01/03 22:42,0.388443018
2010/01/03 22:43,0.386195827
2010/01/03 22:44,0.383948636
2010/01/03 22:45,0.381380417
2010/01/03 22:46,0.378812199
2010/01/03 22:47,0.376565008
2010/01/03 22:48,0.374317817
2010/01/03 22:49,0.373354735
2010/01/03 22:50,0.372391653
2010/01/03 22:51,0.37046549
2010/01/03 22:52,0.368218299
2010/01/03 22:53,0.366613162
2010/01/03 22:54,0.363402889
2010/01/03 22:55,0.360513644
2010/01/03 22:56,0.360192616
2010/01/03 22:57,0.35858748
2010/01/03 22:58,0.35505618
2010/01/03 22:59,0.354735152
2010/01/03 23:00,0.352166934
2010/01/03 23:01,0.345746388
2010/01/03 23:02,0.348956661
2010/01/03 23:03,0.350882825
2010/01/03 23:04,0.348635634
2010/01/03 23:05,0.348635634
2010/01/03 23:06,0.347030498
2010/01/03 23:07,0.345746388
2010/01/03 23:08,0.346067416
2010/01/03 23:09,0.335794543
2010/01/03 23:10,0.342215088
2010/01/03 23:11,0.345425361
2010/01/03 23:12,0.344141252
2010/01/03 23:13,0.344783307
2010/01/03 23:14,0.345104334
2010/01/03 23:15,0.345425361
2010/01/03 23:16,0.345746388
2010/01/03 23:17,0.346067416
2010/01/03 23:18,0.34670947
2010/01/03 23:19,0.34670947
2010/01/03 23:20,0.34317817
2010/01/03 23:21,0.345104334
2010/01/03 23:22,0.333226324
2010/01/03 23:23,0.331300161
2010/01/03 23:24,0.342215088
2010/01/03 23:25,0.358266453
2010/01/03 23:26,0.35858748
2010/01/03 23:27,0.358266453
2010/01/03 23:28,0.357945425
2010/01/03 23:29,0.354735152
2010/01/03 23:30,0.362439807
2010/01/03 23:31,0.365008026
2010/01/03 23:32,0.36211878
2010/01/03 23:33,0.361797753
2010/01/03 23:34,0.364365971
2010/01/03 23:35,0.361797753
2010/01/03 23:36,0.350561798
2010/01/03 23:37,0.349277689
2010/01/03 23:38,0.366934189
2010/01/03 23:39,0.371428571
2010/01/03 23:40,0.372712681
2010/01/03 23:41,0.37399679
2010/01/03 23:42,0.369823435
2010/01/03 23:43,0.372070626
2010/01/03 23:44,0.372712681
2010/01/03 23:45,0.373033708
2010/01/03 23:46,0.374638844
2010/01/03 23:47,0.374638844
2010/01/03 23:48,0.374638844
2010/01/03 23:49,0.374959872
2010/01/03 23:50,0.371428571
2010/01/03 23:51,0.378491172
2010/01/03 23:52,0.378812199
2010/01/03 23:53,0.379454254
2010/01/03 23:54,0.380417335
2010/01/03 23:55,0.37399679
2010/01/03 23:56,0.367576244
2010/01/03 23:57,0.375922953
2010/01/03 23:58,0.384269663
2010/01/03 23:59,0.386195827
2010/02/03 00:00,0.382664526
2010/02/03 00:01,0.367255217
2010/02/03 00:02,0.371749599
2010/02/03 00:03,0.392295345
2010/02/03 00:04,0.393258427
2010/02/03 00:05,0.392295345
2010/02/03 00:06,0.393900482
2010/02/03 00:07,0.393900482
2010/02/03 00:08,0.390690209
2010/02/03 00:09,0.379454254
2010/02/03 00:10,0.383948636
2010/02/03 00:11,0.377849117
2010/02/03 00:12,0.385874799
2010/02/03 00:13,0.400963082
2010/02/03 00:14,0.391653291
2010/02/03 00:15,0.399357945
2010/02/03 00:16,0.393900482
2010/02/03 00:17,0.400963082
2010/02/03 00:18,0.408025682
2010/02/03 00:19,0.390369181
2010/02/03 00:20,0.390048154
2010/02/03 00:21,0.398715891
2010/02/03 00:22,0.398073836
2010/02/03 00:23,0.396147673
2010/02/03 00:24,0.399036918
2010/02/03 00:25,0.402568218
2010/02/03 00:26,0.404494382
2010/02/03 00:27,0.405778491
2010/02/03 00:28,0.409630819
2010/02/03 00:29,0.426645265
2010/02/03 00:30,0.429213483
2010/02/03 00:31,0.432744783
2010/02/03 00:32,0.444301766
2010/02/03 00:33,0.44141252
2010/02/03 00:34,0.447512039
2010/02/03 00:35,0.448154093
2010/02/03 00:36,0.443980738
2010/02/03 00:37,0.445906902
2010/02/03 00:38,0.445585875
2010/02/03 00:39,0.447191011
2010/02/03 00:40,0.446869984
2010/02/03 00:41,0.435313002
2010/02/03 00:42,0.446548957
2010/02/03 00:43,0.446227929
2010/02/03 00:44,0.445906902
2010/02/03 00:45,0.445264848
2010/02/03 00:46,0.443659711
2010/02/03 00:47,0.426966292
2010/02/03 00:48,0.426324238
2010/02/03 00:49,0.42247191
2010/02/03 00:50,0.424398074
2010/02/03 00:51,0.439486356
2010/02/03 00:52,0.424719101
2010/02/03 00:53,0.426645265
2010/02/03 00:54,0.433707865
2010/02/03 00:55,0.424398074
2010/02/03 00:56,0.42247191
2010/02/03 00:57,0.43081862
2010/02/03 00:58,0.436276083
2010/02/03 00:59,0.423434992
2010/02/03 01:00,0.415730337
2010/02/03 01:01,0.43434992
2010/02/03 01:02,0.429855538
2010/02/03 01:03,0.428892456
2010/02/03 01:04,0.416693419
2010/02/03 01:05,0.421508828
2010/02/03 01:06,0.42600321
2010/02/03 01:07,0.413804173
2010/02/03 01:08,0.401284109
2010/02/03 01:09,0.4
2010/02/03 01:10,0.400963082
2010/02/03 01:11,0.401926164
2010/02/03 01:12,0.407704655
2010/02/03 01:13,0.416051364
2010/02/03 01:14,0.401605136
2010/02/03 01:15,0.4
2010/02/03 01:16,0.403852327
2010/02/03 01:17,0.407704655
2010/02/03 01:18,0.419582665
2010/02/03 01:19,0.403852327
2010/02/03 01:20,0.414446228
2010/02/03 01:21,0.415730337
2010/02/03 01:22,0.412841091
2010/02/03 01:23,0.409951846
2010/02/03 01:24,0.400642055
2010/02/03 01:25,0.416693419
2010/02/03 01:26,0.402247191
2010/02/03 01:27,0.401605136
2010/02/03 01:28,0.415088283
2010/02/03 01:29,0.401284109
2010/02/03 01:30,0.412520064
2010/02/03 01:31,0.423113965
2010/02/03 01:32,0.404494382
2010/02/03 01:33,0.399357945
2010/02/03 01:34,0.417977528
2010/02/03 01:35,0.417014446
2010/02/03 01:36,0.405778491
2010/02/03 01:37,0.412199037
2010/02/03 01:38,0.398715891
2010/02/03 01:39,0.406420546
2010/02/03 01:40,0.392616372
2010/02/03 01:41,0.398715891
2010/02/03 01:42,0.406099518
2010/02/03 01:43,0.38459069
2010/02/03 01:44,0.383948636
2010/02/03 01:45,0.398715891
2010/02/03 01:46,0.390369181
2010/02/03 01:47,0.391974318
2010/02/03 01:48,0.394221509
2010/02/03 01:49,0.371107544
2010/02/03 01:50,0.385874799
2010/02/03 01:51,0.38459069
2010/02/03 01:52,0.38105939
2010/02/03 01:53,0.375922953
2010/02/03 01:54,0.37399679
2010/02/03 01:55,0.369502408
2010/02/03 01:56,0.366292135
2010/02/03 01:57,0.362760835
2010/02/03 01:58,0.360192616
2010/02/03 01:59,0.357303371
2010/02/03 02:00,0.355698234
2010/02/03 02:01,0.35152488
2010/02/03 02:02,0.350882825
2010/02/03 02:03,0.348956661
2010/02/03 02:04,0.347030498
2010/02/03 02:05,0.344783307
2010/02/03 02:06,0.343820225
2010/02/03 02:07,0.34317817
2010/02/03 02:08,0.342215088
2010/02/03 02:09,0.341252006
2010/02/03 02:10,0.340609952
2010/02/03 02:11,0.340609952
2010/02/03 02:12,0.340288925
2010/02/03 02:13,0.339325843
2010/02/03 02:14,0.338362761
2010/02/03 02:15,0.338041734
2010/02/03 02:16,0.335473515
2010/02/03 02:17,0.320064205
2010/02/03 02:18,0.320064205
2010/02/03 02:19,0.319101124
2010/02/03 02:20,0.321348315
2010/02/03 02:21,0.323595506
2010/02/03 02:22,0.327126806
2010/02/03 02:23,0.324558587
2010/02/03 02:24,0.325842697
2010/02/03 02:25,0.327447833
2010/02/03 02:26,0.32776886
2010/02/03 02:27,0.330979133
2010/02/03 02:28,0.332905297
2010/02/03 02:29,0.334510433
2010/02/03 02:30,0.334189406
2010/02/03 02:31,0.333868379
2010/02/03 02:32,0.337720706
2010/02/03 02:33,0.335473515
2010/02/03 02:34,0.337399679
2010/02/03 02:35,0.337720706
2010/02/03 02:36,0.337720706
2010/02/03 02:37,0.339004815
2010/02/03 02:38,0.339004815
2010/02/03 02:39,0.341894061
2010/02/03 02:40,0.345425361
2010/02/03 02:41,0.342536116
2010/02/03 02:42,0.347672552
2010/02/03 02:43,0.347993579
2010/02/03 02:44,0.346388443
2010/02/03 02:45,0.34670947
2010/02/03 02:46,0.363723917
2010/02/03 02:47,0.361797753
2010/02/03 02:48,0.361155698
2010/02/03 02:49,0.356340289
2010/02/03 02:50,0.356019262
2010/02/03 02:51,0.357303371
2010/02/03 02:52,0.374959872
2010/02/03 02:53,0.354735152
2010/02/03 02:54,0.356340289
2010/02/03 02:55,0.35858748
2010/02/03 02:56,0.364686998
2010/02/03 02:57,0.366934189
2010/02/03 02:58,0.36918138
2010/02/03 02:59,0.373354735
2010/02/03 03:00,0.37752809
2010/02/03 03:01,0.38105939
2010/02/03 03:02,0.38459069
2010/02/03 03:03,0.387800963
2010/02/03 03:04,0.391332263
2010/02/03 03:05,0.394221509
2010/02/03 03:06,0.398715891
2010/02/03 03:07,0.404494382
2010/02/03 03:08,0.408667737
2010/02/03 03:09,0.410272873
2010/02/03 03:10,0.424719101
2010/02/03 03:11,0.438202247
2010/02/03 03:12,0.441091493
2010/02/03 03:13,0.439165329
2010/02/03 03:14,0.430176565
2010/02/03 03:15,0.429213483
2010/02/03 03:16,0.435634029
2010/02/03 03:17,0.443659711
2010/02/03 03:18,0.436276083
2010/02/03 03:19,0.440770465
2010/02/03 03:20,0.44494382
2010/02/03 03:21,0.44975923
2010/02/03 03:22,0.454253612
2010/02/03 03:23,0.457463884
2010/02/03 03:24,0.460032103
2010/02/03 03:25,0.461958266
2010/02/03 03:26,0.464847512
2010/02/03 03:27,0.466773676
2010/02/03 03:28,0.469983949
2010/02/03 03:29,0.469983949
2010/02/03 03:30,0.47094703
2010/02/03 03:31,0.47223114
2010/02/03 03:32,0.473515249
2010/02/03 03:33,0.474799358
2010/02/03 03:34,0.47576244
2010/02/03 03:35,0.476083467
2010/02/03 03:36,0.476404494
2010/02/03 03:37,0.477046549
2010/02/03 03:38,0.478330658
2010/02/03 03:39,0.478009631
2010/02/03 03:40,0.478009631
2010/02/03 03:41,0.478651685
2010/02/03 03:42,0.478009631
2010/02/03 03:43,0.476725522
2010/02/03 03:44,0.47576244
2010/02/03 03:45,0.475120385
2010/02/03 03:46,0.473836276
2010/02/03 03:47,0.473515249
2010/02/03 03:48,0.472552167
2010/02/03 03:49,0.471268058
2010/02/03 03:50,0.469983949
2010/02/03 03:51,0.468378812
2010/02/03 03:52,0.46741573
2010/02/03 03:53,0.466131621
2010/02/03 03:54,0.46388443
2010/02/03 03:55,0.463242376
2010/02/03 03:56,0.461637239
2010/02/03 03:57,0.460032103
2010/02/03 03:58,0.459711075
2010/02/03 03:59,0.458747994
2010/02/03 04:00,0.456500803
2010/02/03 04:01,0.455216693
2010/02/03 04:02,0.453932584
2010/02/03 04:03,0.452006421
2010/02/03 04:04,0.450080257
2010/02/03 04:05,0.448796148
2010/02/03 04:06,0.446548957
2010/02/03 04:07,0.444301766
2010/02/03 04:08,0.442054575
2010/02/03 04:09,0.439486356
2010/02/03 04:10,0.437560193
2010/02/03 04:11,0.435634029
2010/02/03 04:12,0.433065811
2010/02/03 04:13,0.431781701
2010/02/03 04:14,0.43081862
2010/02/03 04:15,0.427608347
2010/02/03 04:16,0.42600321
2010/02/03 04:17,0.420545746
2010/02/03 04:18,0.418619583
2010/02/03 04:19,0.417335474
2010/02/03 04:20,0.415088283
2010/02/03 04:21,0.413804173
2010/02/03 04:22,0.417656501
2010/02/03 04:23,0.407704655
2010/02/03 04:24,0.404815409
2010/02/03 04:25,0.403210273
2010/02/03 04:26,0.402889246
2010/02/03 04:27,0.404173355
2010/02/03 04:28,0.404815409
2010/02/03 04:29,0.397752809
2010/02/03 04:30,0.391653291
2010/02/03 04:31,0.392616372
2010/02/03 04:32,0.391011236
2010/02/03 04:33,0.385232745
2010/02/03 04:34,0.390369181
2010/02/03 04:35,0.384911717
2010/02/03 04:36,0.389085072
2010/02/03 04:37,0.383627608
2010/02/03 04:38,0.374317817
2010/02/03 04:39,0.377207063
2010/02/03 04:40,0.3894061
2010/02/03 04:41,0.375601926
2010/02/03 04:42,0.365971108
2010/02/03 04:43,0.376886035
2010/02/03 04:44,0.358908507
2010/02/03 04:45,0.361155698
2010/02/03 04:46,0.363081862
2010/02/03 04:47,0.361797753
2010/02/03 04:48,0.369823435
2010/02/03 04:49,0.356661316
2010/02/03 04:50,0.361155698
2010/02/03 04:51,0.362439807
2010/02/03 04:52,0.35505618
2010/02/03 04:53,0.368539326
2010/02/03 04:54,0.375601926
2010/02/03 04:55,0.361476726
2010/02/03 04:56,0.360192616
2010/02/03 04:57,0.374317817
2010/02/03 04:58,0.36211878
2010/02/03 04:59,0.361476726
2010/02/03 05:00,0.374317817
2010/02/03 05:01,0.375280899
2010/02/03 05:02,0.374638844
2010/02/03 05:03,0.366613162
2010/02/03 05:04,0.354093098
2010/02/03 05:05,0.367897271
2010/02/03 05:06,0.370786517
2010/02/03 05:07,0.355698234
2010/02/03 05:08,0.370786517
2010/02/03 05:09,0.362439807
2010/02/03 05:10,0.352166934
2010/02/03 05:11,0.357624398
2010/02/03 05:12,0.369502408
2010/02/03 05:13,0.369823435
2010/02/03 05:14,0.369823435
2010/02/03 05:15,0.370144462
2010/02/03 05:16,0.37046549
2010/02/03 05:17,0.37046549
2010/02/03 05:18,0.369823435
2010/02/03 05:19,0.366292135
2010/02/03 05:20,0.368218299
2010/02/03 05:21,0.366934189
2010/02/03 05:22,0.353772071
2010/02/03 05:23,0.365971108
2010/02/03 05:24,0.366934189
2010/02/03 05:25,0.367576244
2010/02/03 05:26,0.367897271
2010/02/03 05:27,0.360834671
2010/02/03 05:28,0.365329053
2010/02/03 05:29,0.364686998
2010/02/03 05:30,0.362439807
2010/02/03 05:31,0.360513644
2010/02/03 05:32,0.357945425
2010/02/03 05:33,0.356661316
2010/02/03 05:34,0.354093098
2010/02/03 05:35,0.352808989
2010/02/03 05:36,0.352808989
2010/02/03 05:37,0.352487961
2010/02/03 05:38,0.35152488
2010/02/03 05:39,0.350561798
2010/02/03 05:40,0.349277689
2010/02/03 05:41,0.347993579
2010/02/03 05:42,0.34670947
2010/02/03 05:43,0.34670947
2010/02/03 05:44,0.347672552
2010/02/03 05:45,0.347672552
2010/02/03 05:46,0.347351525
2010/02/03 05:47,0.345746388
2010/02/03 05:48,0.344462279
2010/02/03 05:49,0.344783307
2010/02/03 05:50,0.345746388
2010/02/03 05:51,0.344462279
2010/02/03 05:52,0.338362761
2010/02/03 05:53,0.344783307
2010/02/03 05:54,0.345104334
2010/02/03 05:55,0.34670947
2010/02/03 05:56,0.348314607
2010/02/03 05:57,0.348956661
2010/02/03 05:58,0.349919743
2010/02/03 05:59,0.343499197
2010/02/03 06:00,0.333226324
2010/02/03 06:01,0.331942215
2010/02/03 06:02,0.334189406
2010/02/03 06:03,0.337720706
2010/02/03 06:04,0.339325843
2010/02/03 06:05,0.340288925
2010/02/03 06:06,0.34317817
2010/02/03 06:07,0.342215088
2010/02/03 06:08,0.342857143
2010/02/03 06:09,0.343499197
2010/02/03 06:10,0.34317817
2010/02/03 06:11,0.345425361
2010/02/03 06:12,0.361797753
2010/02/03 06:13,0.345425361
2010/02/03 06:14,0.342536116
2010/02/03 06:15,0.342857143
2010/02/03 06:16,0.343820225
2010/02/03 06:17,0.357945425
2010/02/03 06:18,0.363723917
2010/02/03 06:19,0.345104334
2010/02/03 06:20,0.34317817
2010/02/03 06:21,0.34317817
2010/02/03 06:22,0.343499197
2010/02/03 06:23,0.344462279
2010/02/03 06:24,0.345425361
2010/02/03 06:25,0.347351525
2010/02/03 06:26,0.347672552
2010/02/03 06:27,0.347351525
2010/02/03 06:28,0.347351525
2010/02/03 06:29,0.345746388
2010/02/03 06:30,0.346388443
2010/02/03 06:31,0.35024077
2010/02/03 06:32,0.345746388
2010/02/03 06:33,0.341894061
2010/02/03 06:34,0.342857143
2010/02/03 06:35,0.343820225
2010/02/03 06:36,0.344462279
2010/02/03 06:37,0.347672552
2010/02/03 06:38,0.351203852
2010/02/03 06:39,0.347030498
2010/02/03 06:40,0.343820225
2010/02/03 06:41,0.344141252
2010/02/03 06:42,0.345425361
2010/02/03 06:43,0.34317817
2010/02/03 06:44,0.34317817
2010/02/03 06:45,0.345746388
2010/02/03 06:46,0.345746388
2010/02/03 06:47,0.347030498
2010/02/03 06:48,0.348635634
2010/02/03 06:49,0.348635634
2010/02/03 06:50,0.348956661
2010/02/03 06:51,0.35024077
2010/02/03 06:52,0.350561798
2010/02/03 06:53,0.35152488
2010/02/03 06:54,0.352166934
2010/02/03 06:55,0.354414125
2010/02/03 06:56,0.353130016
2010/02/03 06:57,0.356661316
2010/02/03 06:58,0.353451043
2010/02/03 06:59,0.354735152
2010/02/03 07:00,0.357303371
2010/02/03 07:01,0.354093098
2010/02/03 07:02,0.356340289
2010/02/03 07:03,0.357624398
2010/02/03 07:04,0.35505618
2010/02/03 07:05,0.356340289
2010/02/03 07:06,0.360192616
2010/02/03 07:07,0.360192616
2010/02/03 07:08,0.363081862
2010/02/03 07:09,0.361797753
2010/02/03 07:10,0.361476726
2010/02/03 07:11,0.361797753
2010/02/03 07:12,0.364365971
2010/02/03 07:13,0.362439807
2010/02/03 07:14,0.362439807
2010/02/03 07:15,0.364365971
2010/02/03 07:16,0.364686998
2010/02/03 07:17,0.365971108
2010/02/03 07:18,0.367255217
2010/02/03 07:19,0.37046549
2010/02/03 07:20,0.371428571
2010/02/03 07:21,0.370786517
2010/02/03 07:22,0.371749599
2010/02/03 07:23,0.371107544
2010/02/03 07:24,0.371749599
2010/02/03 07:25,0.372391653
2010/02/03 07:26,0.372391653
2010/02/03 07:27,0.37399679
2010/02/03 07:28,0.374959872
2010/02/03 07:29,0.376243981
2010/02/03 07:30,0.378491172
2010/02/03 07:31,0.379454254
2010/02/03 07:32,0.378491172
2010/02/03 07:33,0.379454254
2010/02/03 07:34,0.380738363
2010/02/03 07:35,0.382985554
2010/02/03 07:36,0.384269663
2010/02/03 07:37,0.385553772
2010/02/03 07:38,0.385874799
2010/02/03 07:39,0.38812199
2010/02/03 07:40,0.389727127
2010/02/03 07:41,0.391653291
2010/02/03 07:42,0.3929374
2010/02/03 07:43,0.393579454
2010/02/03 07:44,0.395505618
2010/02/03 07:45,0.397110754
2010/02/03 07:46,0.397752809
2010/02/03 07:47,0.3964687
2010/02/03 07:48,0.396789727
2010/02/03 07:49,0.399678973
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
